id_ruta;nombre;codigo;recorrido;fecha;sistema;tipo;empresa;longitud
90280;RATÓN PELAO;107;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSVI;11627.957438758727
90359;RATON PELAO MINORISTA;107;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSVI;18102.71028202043
90067;ROBLEDALES;250R;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;20470.54720620001
90069;ROBLEDAL INTEGRADA;250IR;ORIGEN_DESTINO;2021-10-19;2A;INTEGRADA;PALENQUE ROBLEDAL;16777.705340090157
90078;ROBLEDO AURES INTEGRADA;253IA;ORIGEN_DESTINO;2020-04-01;2A;INTEGRADA;PALENQUE ROBLEDAL;16198.687058479827
90079;ROBLEDO AURES INTEGRADA RAMAL;253IAR;ORIGEN_DESTINO;2020-05-11;2A;INTEGRADA;PALENQUE ROBLEDAL;14749.002514179136
90070;ROBLEDO VILLA FLORA;250VF;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;21919.818436773727
90361;ROSALES;311IIR;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;COONATRA;4863.5854247043735
90363;ROSALES;310R;ORIGEN_DESTINO;2021-11-11;8A;CIRCULAR;COONATRA;17564.853589151204
90011;RUTA DE LA SALUD DERECHA;308;ORIGEN_DESTINO;2018-08-01;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;24315.026819015056
90012;RUTA DE LA SALUD DERECHA DIRECTA;308D;ORIGEN_DESTINO;2024-08-27;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;22423.848541601503
90013;RUTA DE LA SALUD IZQUIERDA;309;ORIGEN_DESTINO;2024-08-27;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;25561.044755381583
90014;RUTA DE LA SALUD IZQUIERDA DIRECTA;309D;ORIGEN_DESTINO;2024-08-27;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;24498.4105965081
90309;SALADO;226I;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;METROSAN;4157.673372856703
90281;SAN ANTONIO;107;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSVI;13129.31570539909
90279;SAN ANTONIO-MINORISTA;107;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSVI;19037.108202209107
90334;SAN CRISTÓBAL-CALLE NEGRA-ESTACIÓN AURORA;C23I;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;TAX MAYA;17312.458276415506
90082;SAN CRISTÓBAL -CONEXIÓN VIAL;255D;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;23402.26688507973
90083;SAN CRISTÓBAL - DOÑA MARÍA;255;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;24492.08023375504
90328;SAN CRISTÓBAL-ESTACIÓN SAN JAVIER;C23I IZQUIERA;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;TAX MAYA;21364.55447252509
90355;SAN CRISTÓBAL-ESTACIÓN SAN JAVIER;C23I DERECHA;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;TAX MAYA;28945.219743300608
90326;SAN CRISTÓBAL-LA ASOMADERA-CENTRO;C23_ALTERNA;ORIGEN_DESTINO;2021-05-19;8A;DIRECTA CENTRO;TAX MAYA;35985.49858735257
90327;SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO;C23;ORIGEN_DESTINO;2021-05-19;8A;DIRECTA CENTRO;TAX MAYA;31816.33629309252
90303;SAN JAVIER DERECHO-CUATRO ESQUINAS-ORIENTAL;221B;ORIGEN_DESTINO;2018-08-01;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;16649.290731716246
90302;SAN JAVIER DERECHO-LA CASETA-ORIENTAL;221A;ORIGEN_DESTINO;2018-08-01;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;17628.484880052933
90301;SAN JAVIER-EDUARDO SANTOS-ORIENTAL;220;ORIGEN_DESTINO;2020-05-11;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;16003.552304842638
90306;SAN JAVIER LA LOMA-MINORISTA;223;ORIGEN_DESTINO;2021-03-11;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;23156.815202982874
90305;SAN JAVIER NIZA - ORIENTAL;222;ORIGEN_DESTINO;2018-08-01;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;20824.33377225979
90203;SANTA CRUZ - TERMINAL;22;ORIGEN_DESTINO;2018-08-01;6B;DIRECTA CENTRO;TRANSPORTE ARANJUEZ SANTA CRUZ;16769.799353012688
90258;SANTA ELENA-BARRO BLANCO-LAS BRISAS-MEDELLÍN;98 DIRECTA 2;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;78322.20954144889
90263;SANTA ELENA-BARRO BLANCO-MEDELLÍN;98 DIRECTA 7;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;71391.30674761761
90264;SANTA ELENA-EL CERRO-LAS BRISAS-MEDELLÍN;98 DIRECTA 8;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;61393.5754711897
90261;SANTA ELENA-EL PLAN-LAS BRISAS-MEDELLÍN;98 DIRECTA 5;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;69192.68372422279
90259;SANTA ELENA-LAS BRISAS-MEDELLÍN;98 DIRECTA 3;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;55586.11546377762
90257;SANTA ELENA-MAZO-LAS BRISAS-MEDELLÍN;98 DIRECTA 1;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;87708.97494871813
90260;SANTA ELENA-PERICO-LAS BRISAS-MEDELLÍN;98 DIRECTA 4;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;62873.38847620191
90265;SANTA ELENA-PIEDRAS BLANCAS-LAS BRISAS-MEDELLÍN;98 DIRECTA 9;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;138599.38670564236
90262;SANTA ELENA-PIEDRAS BLANCAS-MEDELLÍN;98 DIRECTA 6;ORIGEN_DESTINO;2022-03-02;6G;DIRECTA NO CENTRO;TRANSACOOP;91194.7391685176
90324;SANTA LUCIA;311I;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;COONATRA;9589.40388206024
90269;SANTA LUCÍA;94;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COPATRA;16756.510539802377
90325;SANTA LUCIA DIRECTA;311II;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;COONATRA;6221.318060315725
90297;SANTA MÓNICA-ORIENTAL;202;ORIGEN_DESTINO;2020-05-11;8A;DIRECTA CENTRO;CONDUCCIONES AMÉRICA;15676.523588855844
90117;SANTANDER - CARRERA 73;280;ORIGEN_DESTINO;2018-08-01;2B;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;20621.097082158587
90118;SANTANDER - CARRERA 73;280 DIRECTA;ORIGEN_DESTINO;2018-08-01;2B;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;18765.805359129223
90237;SANTO DOMINGO;60;ORIGEN_DESTINO;2024-08-27;6E;DIRECTA CENTRO;COOTRANSCOL;14591.966337414866
90096;SEMINARIO INTEGRADA;260I;ORIGEN_DESTINO;2024-08-27;2A;INTEGRADA;PALENQUE ROBLEDAL;12938.998388529417
90274;SIERRA;103;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSI;19299.3510785982
90275;SIERRA MINORISTA;103;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COOTRANSI;24282.41983005285
90288;SIMÓN BOLÍVAR-UNICENTRO-CENTRO;195;ORIGEN_DESTINO;2020-04-01;8A;DIRECTA CENTRO;TAX MAYA;19771.23763135197
90289;SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA;195I;ORIGEN_DESTINO;2020-11-06;8A;INTEGRADA;TAX MAYA;13880.091692073896
90314;SOCORRO;227IB-2;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;METROSAN;3011.779642595471
90004;TERMINAL DEL NORTE-TERMINAL DEL SUR;313;ORIGEN_DESTINO;2024-05-11;CIRCULAR 313;CIRCULAR;COMBUSES;20438.530242028974
90172;TERMINAL DE TRANSPORTE NORTE;287;ORIGEN_DESTINO;2020-05-11;5A;DIRECTA CENTRO;AUTOBUSES POBLADO LAURELES;10186.7661723081
90098;TORRES;260T;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;14608.176353560111
90254;TRES ESQUINAS;106;ORIGEN_DESTINO;2024-08-27;6F;DIRECTA CENTRO;COOTRANSMALLAT;10365.3861368338
90255;TRES ESQUINAS - MINORISTA;106;ORIGEN_DESTINO;2024-08-27;6F;DIRECTA CENTRO;COOTRANSMALLAT;10356.063683099168
90256;TRES ESQUINAS - MINORISTA HORARIO ESPECIAL;106;ORIGEN_DESTINO;2024-08-27;6F;DIRECTA CENTRO;COOTRANSMALLAT;7414.076231875851
90066;TULIPANES LA HUERTA INTEGRADA;250AII;ORIGEN_DESTINO;2024-08-27;2A;INTEGRADA;PALENQUE ROBLEDAL;5506.116293044126
90088;VEREDA EL LLANO - CENTRO;255V1D;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;30474.72431176948
90087;VEREDA EL LLANO - PARQUE SAN CRISTÓBAL;255V1;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;6458.309906122921
90103;VEREDA LA ALDEA;255V;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;10451.870849943014
90102;VEREDA LA SUIZA-LA FRISOLA-LA GUAYABALA-LA VOLCANA;255V;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;19125.49732206048
90089;VEREDA YOLOMBÓ - PARQUE SAN CRISTÓBAL;255V2;ORIGEN_DESTINO;2024-08-27;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;15298.18446474737
90365;VILLA FLORA-CURAZAO;250VF_C;ORIGEN_DESTINO;2021-11-11;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;16541.91213897484
90068;VILLA FLORA INTEGRADA;250IVF;ORIGEN_DESTINO;2024-08-27;2A;INTEGRADA;PALENQUE ROBLEDAL;16026.49848643269
90229;VILLA HERMOSA - DERECHO;81;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;11936.55434006788
90227;VILLA HERMOSA - LA MANSIÓN;080 V-M;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;14922.034985477918
90226;VILLA HERMOSA - LA MANSIÓN-DIRECTA LA 33;080 V-33;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;16630.45641119026
90228;VILLA HERMOSA - LA MANSIÓN-DIRECTA ORIENTAL;080 V-O;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;12610.376895389716
90230;VILLA HERMOSA - LOS ÁNGELES;082 V-LA;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;12981.780023891835
90231;VILLA HERMOSA - LOS ÁNGELES - DIRECTA;082 V-LAD;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;13084.349528728291
90370;VILLA HERMOSA-LOS ANGELES-HOSPITAL LA PILOTO;082 V-LA PILOTO;ORIGEN_DESTINO;2024-08-27;6D;DIRECTA CENTRO;FLOTA NUEVA VILLA;12961.371049558056
90304;VILLA LAURA-SAN JAVIER;221I;ORIGEN_DESTINO;2024-08-27;8A;INTEGRADA;CONDUCCIONES AMÉRICA;6674.717957551284
90219;VILLANUEVA;37 - 39;ORIGEN_DESTINO;2020-07-13;6C;DIRECTA CENTRO;AUTOCOL;18861.89076774716
90272;VILLATINA;95;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COPATRA;13417.469832647608
90273;VILLATINA MINORISTA;95;ORIGEN_DESTINO;2024-08-27;6H;DIRECTA CENTRO;COPATRA;16453.085721661144
